Aeronave,Destination_Type,Origin_Type,Capacity,Passengers,Bookings,Route,STD_Month,STA_Month,STD_Block,STA_Block
XA-VIX,2,5,186,,,289,1,1,14,16
9H-MLY,2,1,178,,,285,3,3,13,14
XA-VIK,2,1,186,,,285,2,2,22,23
XA-VIN,2,4,186,,,288,3,3,15,18
XA-VAK,2,1,186,,,285,3,3,22,23
XA-VXC,2,4,240,,,286,4,4,23,24
XA-VXP,2,5,240,,,289,4,4,14,16
XA-VAR,2,1,186,,,285,3,3,22,23
XA-VXD,2,4,240,,,288,5,5,15,18
XA-VXC,2,5,240,,,289,4,4,14,16
XA-VAR,2,1,186,,,285,1,1,21,23
XA-VIK,2,4,186,,,287,2,2,20,21
XA-VAV,2,5,186,,,289,3,3,14,16
XA-VAC,2,1,180,,,285,2,2,22,23
XA-VIX,2,5,186,,,289,1,1,14,16
XA-VBT,2,4,220,,,286,4,4,11,13
XA-VYA,2,4,180,,,286,2,2,11,13
XA-VXP,2,4,240,,,287,4,4,19,21
XA-VYF,2,4,180,,,286,3,3,23,24
XA-VBT,2,5,220,,,289,4,4,14,16
XA-VAM,2,1,180,,,285,1,1,21,23
XA-VIP,2,4,186,,,288,2,2,15,18
XA-VXN,2,1,240,,,285,4,4,9,10
XA-VIE,2,1,186,,,285,3,3,22,23
XA-VXP,2,4,240,,,286,4,4,23,24
XA-VAE,2,1,186,,,285,3,3,9,11
XA-VBX,2,1,240,,,285,4,4,9,10
XA-VAJ,2,4,186,,,286,3,3,23,24
XA-VBX,2,4,240,,,286,4,4,11,13
XA-VAW,2,5,186,,,289,2,2,14,16
XA-VAJ,2,1,186,,,285,2,2,9,11
XA-VIE,2,1,186,,,285,3,3,9,11
XA-VXP,2,4,240,,,287,4,4,19,21
XA-VAJ,2,4,186,,,286,3,3,23,24
XA-VIP,2,1,186,,,285,2,2,22,23
XA-VIK,2,4,186,,,286,3,3,23,24
9H-MLV,2,1,178,,,285,4,4,16,18
XA-VAK,2,1,186,,,285,3,3,9,11
XA-VAX,2,4,186,,,288,3,3,15,18
XA-VAR,2,1,186,,,285,3,3,9,11
XA-VAC,2,4,180,,,286,2,2,11,13
XA-VXK,2,1,240,,,285,4,4,9,10
XA-VAI,2,1,180,,,285,1,1,21,23
XA-VIK,2,4,186,,,288,3,3,15,18
XA-VAC,2,4,180,,,286,2,2,11,13
XA-VAJ,2,1,186,,,285,2,2,22,23
XA-VYA,2,5,180,,,289,2,2,14,16
XA-VXQ,2,4,240,,,287,4,4,19,21
XA-VIH,2,1,186,,,285,1,1,21,23
XA-VAI,2,4,180,,,288,1,1,15,18
XA-VYF,2,4,180,,,286,3,3,11,13
9H-SWC,2,1,178,,,285,4,4,16,18
XA-VBU,2,5,220,,,289,3,3,14,16
XA-VAA,2,1,186,,,285,3,3,22,24
XA-VAJ,2,5,186,,,289,1,1,14,16
XA-VYE,2,4,180,,,286,1,1,11,13
XA-VXJ,2,5,240,,,289,4,4,14,16
9H-MLY,2,1,178,,,285,3,3,13,14
XA-VXP,2,1,240,,,285,4,4,22,23
XA-VXE,2,4,240,,,288,4,4,15,18
XA-VIK,2,1,186,,,285,3,3,9,11
XA-VIE,2,4,186,,,288,3,3,15,18
XA-VXP,2,4,240,,,288,4,4,15,18
XA-VAA,2,4,186,,,286,3,3,23,24
XA-VAW,2,5,186,,,289,3,3,14,16
XA-VXE,2,1,240,,,285,4,4,22,23
XA-VAO,2,4,186,,,286,3,3,23,24
XA-VAI,2,4,180,,,286,1,1,11,13
XA-VYA,2,4,180,,,286,2,2,11,13
XA-VAJ,2,4,186,,,286,1,1,23,24
XA-VAE,2,4,186,,,286,3,3,11,13
9H-AMI,2,1,178,,,285,3,3,13,14
XA-VAR,2,5,186,,,289,3,3,14,16
XA-VIN,2,4,186,,,287,3,3,20,21
XA-VIV,2,1,186,,,285,1,1,21,23
XA-VAM,2,1,180,,,285,3,3,13,14
XA-VIK,2,1,186,,,285,2,2,9,11
XA-VAA,2,1,186,,,285,3,3,13,14
XA-VAC,2,4,180,,,287,1,1,20,21
XA-VXP,2,5,240,,,289,4,4,14,16
9H-AMV,2,1,178,,,285,3,3,13,14
XA-VAJ,2,4,186,,,286,3,3,11,13
XA-VXR,2,1,240,,,285,4,4,22,23
XA-VIA,2,4,186,,,288,1,1,15,18
XA-VAJ,2,4,186,,,288,3,3,15,18
XA-VBX,2,1,240,,,285,1,1,22,23
XA-VYD,2,1,180,,,285,2,2,9,11
XA-VIL,2,4,186,,,287,3,3,20,21
XA-VYA,2,4,180,,,288,3,3,15,18
9H-AMM,2,1,178,,,285,4,4,16,18
XA-VXQ,2,1,240,,,285,4,4,9,10
XA-VYF,2,4,180,,,288,2,2,15,18
XA-VXC,2,1,240,,,285,4,4,9,10
XA-VAX,2,1,186,,,285,3,3,9,11
XA-VAE,2,4,186,,,287,3,3,20,21
XA-VXN,2,1,240,,,285,4,4,9,10
XA-VAI,2,4,180,,,286,1,1,11,13
XA-VIU,2,1,186,,,285,2,2,22,23
XA-VYE,2,1,180,,,285,3,3,22,23
XA-VYF,2,4,180,,,288,1,1,15,18
9H-MLY,2,1,178,,,285,2,2,13,14
XA-VIH,2,5,186,,,289,1,1,14,16
XA-VXH,2,1,240,,,285,4,4,9,10
XA-VAJ,2,1,186,,,285,3,3,9,11
XA-VAJ,2,5,186,,,289,3,3,14,16
XA-VYE,2,4,180,,,287,1,1,20,21
XA-VYE,2,1,180,,,285,3,3,9,11
XA-VYA,2,4,180,,,287,3,3,20,21
XA-VAO,2,5,186,,,289,3,3,14,16
XA-VIH,2,1,186,,,285,1,1,22,23
XA-VAX,2,4,186,,,286,3,3,11,13
XA-VAU,2,5,186,,,289,3,3,14,16
XA-VXD,2,1,240,,,285,4,4,9,10
XA-VXH,2,4,240,,,287,4,4,19,21
9H-AMJ,2,1,178,,,285,4,4,16,18
XA-VBQ,2,4,220,,,287,1,1,20,21
XA-VAE,2,4,186,,,286,2,2,11,13
XA-VXC,2,1,240,,,285,4,4,9,10
XA-VXP,2,4,240,,,286,4,4,11,13
XA-VAR,2,4,186,,,287,3,3,20,21
XA-VAV,2,4,186,,,287,3,3,20,21
XA-VAM,2,4,180,,,286,1,1,11,13
XA-VAW,2,4,186,,,287,3,3,20,21
XA-VAN,2,4,186,,,286,2,2,11,13
9H-SWJ,2,1,178,,,285,3,3,13,14
XA-VIP,2,4,186,,,287,2,2,20,21
9H-MLV,2,1,178,,,285,4,4,16,18
XA-VYF,2,4,180,,,286,2,2,11,13
XA-VAA,2,4,186,,,287,3,3,20,21
XA-VIA,2,4,186,,,286,1,1,23,24
9H-SWM,2,1,178,,,285,4,4,16,18
XA-VXC,2,4,240,,,286,4,4,11,13
XA-VYD,2,1,180,,,285,2,2,22,23
XA-VAJ,2,4,186,,,286,3,3,11,13
XA-VAU,2,4,186,,,288,3,3,15,18
XA-VXC,2,4,240,,,287,4,4,19,21
XA-VXC,2,4,240,,,287,4,4,19,21
XA-VIL,2,1,186,,,299,2,2,7,8
9H-SWD,2,4,178,,,297,4,4,13,14
9H-MLY,2,1,178,,,302,4,4,20,22
XA-VYB,2,1,180,,,299,1,1,21,22
9H-AML,2,1,178,,,302,3,3,7,8
XA-VAQ,2,1,186,,,299,1,1,7,8
XA-VAY,2,3,186,,,301,4,4,14,14
XA-VBS,2,1,240,,,302,1,1,21,22
XA-VYF,2,4,180,,,297,3,3,20,21
9H-AML,2,1,178,,,302,4,4,20,22
9H-SWG,2,1,178,,,298,4,4,17,18
XA-VIF,2,1,186,,,298,1,1,17,18
9H-AMV,2,1,178,,,302,1,1,21,22
XA-VII,2,1,186,,,298,3,3,17,18
9H-SWJ,2,1,178,,,298,4,4,17,18
9H-SWM,2,1,178,,,302,3,3,16,18
XA-VXC,2,5,240,,,300,1,1,10,11
XA-VAN,2,4,186,,,297,3,3,17,18
9H-MLU,2,1,178,,,299,4,4,7,8
9H-MLU,2,1,178,,,299,4,4,7,8
9H-SWB,2,1,178,,,302,1,1,7,8
XA-VAV,2,5,186,,,300,4,4,12,14
XA-VIY,2,1,186,,,302,4,4,7,8
XA-VAM,2,4,180,,,297,1,1,7,8
XA-VIP,2,4,186,,,297,1,1,17,18
XA-VXN,2,1,240,,,302,2,2,16,18
9H-AML,2,1,178,,,302,4,4,20,22
9H-AMP,2,1,178,,,302,2,2,7,8
XA-VIN,2,1,186,,,302,5,5,7,8
XA-VAN,2,4,186,,,297,3,3,7,8
XA-VAM,2,4,180,,,297,2,2,7,8
XA-VAU,2,5,186,,,300,4,4,13,14
XA-VBQ,2,1,220,,,302,3,3,21,22
XA-VIS,2,4,186,,,297,1,1,7,8
XA-VAT,2,1,186,,,302,4,4,7,8
XA-VAV,2,5,186,,,300,4,4,13,14
XA-VXP,2,5,240,,,300,2,2,12,14
XA-VAK,2,4,186,,,297,2,2,7,8
9H-AMP,2,1,178,,,302,4,4,20,22
XA-VIT,2,3,186,,,301,1,1,18,20
XA-VAV,2,1,186,,,299,2,2,7,8
XA-VIY,2,1,186,,,299,2,2,7,8
XA-VBX,2,1,240,,,302,1,1,21,22
XA-VAI,2,1,180,,,299,2,2,7,8
XA-VIN,2,1,186,,,299,3,3,17,19
XA-VXC,2,1,240,,,302,4,4,20,22
XA-VIB,2,1,186,,,299,4,4,7,8
XA-VAI,2,1,180,,,299,4,4,21,22
XA-VAW,2,1,186,,,299,2,2,7,8
9H-SWG,2,4,178,,,297,4,4,13,14
XA-VAQ,2,4,186,,,297,2,2,17,18
9H-AMM,2,1,178,,,302,3,3,7,8
9H-SWM,2,1,178,,,302,1,1,7,8
9H-AMV,2,1,178,,,302,2,2,21,22
9H-SWD,2,4,178,,,297,4,4,7,8
XA-VBW,2,1,220,,,302,3,3,21,22
9H-AMV,2,1,178,,,302,3,3,21,22
XA-VIY,2,1,186,,,298,2,2,17,18
XA-VAY,2,1,186,,,299,4,4,7,8
XA-VIY,2,5,186,,,300,4,4,12,14
XA-VAK,2,1,186,,,302,4,4,7,8
XA-VAA,2,1,186,,,299,2,2,17,18
9H-SWB,2,1,178,,,302,1,1,7,8
9H-SWB,2,1,178,,,302,2,2,7,8
9H-MLX,2,1,178,,,302,4,4,20,22
XA-VBT,2,1,220,,,302,4,4,7,8
XA-VAJ,2,1,186,,,302,1,1,16,18
XA-VYB,2,1,180,,,298,3,3,17,18
9H-MLV,2,1,178,,,302,3,3,7,8
XA-VAC,2,1,180,,,298,1,1,17,18
XA-VIS,2,1,186,,,299,3,3,17,19
XA-VYE,2,5,180,,,300,4,4,12,14
9H-SWG,2,4,178,,,297,4,4,13,14
9H-AMV,2,1,178,,,302,4,4,20,22
XA-VIL,2,4,186,,,297,3,3,7,8
XA-VIE,2,1,186,,,298,2,2,17,18
9H-MLV,2,1,178,,,302,2,2,7,8
XA-VAU,2,4,186,,,297,2,2,9,10
XA-VCC,2,5,230,,,300,2,2,12,14
9H-AMJ,2,1,178,,,302,3,3,21,22
XA-VII,2,4,186,,,297,1,1,7,8
9H-SWG,2,4,180,,,297,4,4,13,14
XA-VIK,2,1,186,,,302,4,4,7,8
XA-VAW,2,4,186,,,297,1,1,7,8
XA-VAQ,2,4,186,,,297,4,4,17,17
9H-SWJ,2,1,178,,,298,4,4,17,18
XA-VAN,2,1,186,,,299,3,3,7,8
XA-VIJ,2,1,186,,,299,1,1,7,8
XA-VXD,2,1,240,,,302,2,2,21,22
XA-VXB,2,5,240,,,300,1,1,10,11
XA-VAI,2,1,180,,,298,1,1,17,18
9H-SWD,2,4,178,,,297,4,4,7,8
XA-VBV,2,5,220,,,300,2,2,12,14
9H-SWJ,2,4,178,,,297,4,4,7,8
XA-VIT,2,1,186,,,299,1,1,7,8
XA-VYF,2,3,180,,,301,3,3,9,10
XA-VIX,2,5,186,,,300,4,4,12,14
XA-VAA,2,3,186,,,301,4,4,19,20
9H-AMP,2,1,178,,,302,2,2,7,8
XA-VYB,2,1,180,,,298,3,3,17,18
XA-VAW,2,1,186,,,299,4,4,7,8
XA-VAW,2,3,186,,,301,4,4,14,14
XA-VAU,2,3,186,,,301,2,2,8,10
XA-VAX,2,1,186,,,302,3,3,21,22
9H-AMI,2,1,178,,,299,4,4,7,8
XA-VIY,2,5,186,,,300,4,4,12,14
XA-VXH,2,1,240,,,302,3,3,21,22
XA-VIK,2,1,186,,,299,2,2,21,22
XA-VAT,2,1,186,,,298,2,2,17,18
9H-SWJ,2,4,178,,,297,4,4,7,8
9H-SWD,2,4,178,,,297,4,4,13,14
XA-VIL,2,3,186,,,301,3,3,19,20
XA-VAI,2,1,180,,,298,1,1,17,18
XA-VAK,2,4,186,,,297,1,1,7,8
XA-VAP,2,1,186,,,299,5,5,7,8
XA-VAP,2,1,186,,,299,5,5,11,13
XA-VXC,2,1,240,,,302,2,2,16,18
XA-VYD,2,1,180,,,299,4,4,7,8
XA-VYD,2,1,180,,,299,4,4,7,8
XA-VAQ,2,1,186,,,302,4,4,7,8
XA-VAY,2,4,186,,,297,4,4,17,17
XA-VAI,2,1,180,,,299,1,1,21,22
XA-VAV,2,4,186,,,297,2,2,17,18
9H-MLY,2,1,178,,,302,2,2,21,22
XA-VAI,2,1,180,,,298,2,2,17,18
XA-VXL,2,5,240,,,300,2,2,12,14
9H-SWB,2,1,178,,,302,2,2,7,8
XA-VAE,2,1,186,,,299,3,3,17,19
9H-SWM,2,1,178,,,302,3,3,21,22
XA-VAQ,2,4,186,,,297,2,2,17,18
XA-VIE,2,1,186,,,298,2,2,17,18
9H-SWG,2,4,178,,,297,4,4,13,14
XA-VIV,2,3,186,,,301,1,1,21,22
9H-SWJ,2,1,178,,,302,3,3,16,18
XA-VAO,2,1,186,,,299,2,2,7,8
9H-MLC,2,1,178,,,299,1,1,21,22
XA-VAJ,2,1,186,,,299,2,2,7,8
XA-VIM,2,1,186,,,299,1,1,7,8
XA-VAP,2,1,186,,,298,1,1,17,18
XA-VIL,2,1,186,,,302,1,1,21,22
XA-VAA,2,4,186,,,297,1,1,7,8
XA-VIX,2,5,186,,,300,4,4,12,14
XA-VAI,2,1,180,,,298,2,2,17,18
9H-SWJ,2,1,178,,,302,2,2,21,22
9H-AMP,2,1,178,,,302,4,4,20,22
9H-SWM,2,1,178,,,302,1,1,7,8
XA-VAW,2,4,186,,,297,1,1,7,8
XA-VYB,2,1,180,,,299,1,1,17,18
XA-VIU,2,1,186,,,302,1,1,21,22
9H-SWD,2,1,178,,,298,4,4,17,18
XA-VYB,2,1,180,,,299,1,1,7,8
XA-VBX,2,1,240,,,302,3,3,21,22
XA-VAQ,2,1,186,,,299,3,3,7,8
XA-VBI,2,5,220,,,300,2,2,12,14
XA-VIX,2,1,186,,,299,5,5,7,8
9H-SWM,2,1,178,,,302,1,1,7,8
9H-SWD,2,4,180,,,297,4,4,7,8
XA-VAN,2,1,186,,,299,2,2,21,22
XA-VAT,2,1,186,,,299,3,3,21,22
9H-SWD,2,4,178,,,297,4,4,7,8
XA-VYF,2,4,180,,,297,1,1,7,8
9H-SWG,2,4,178,,,297,5,5,13,14
XA-VBW,2,5,220,,,300,3,3,12,14
9H-AMV,2,1,178,,,302,3,3,7,8
XA-VBX,2,1,240,,,302,3,3,21,22
XA-VAA,2,1,186,,,299,4,4,21,22
XA-VAK,2,4,186,,,297,1,1,7,8
9H-AML,2,1,178,,,302,4,4,20,22
XA-VIP,2,1,186,,,302,4,4,7,8
XA-VBH,2,4,240,,,297,1,1,15,16
XA-VAR,2,1,186,,,299,4,4,21,22
XA-VAA,2,4,186,,,297,3,3,7,8
XA-VAW,2,1,186,,,299,4,4,21,22
XA-VIP,2,1,186,,,299,4,4,7,8
9H-AMV,2,1,178,,,302,2,2,21,22
XA-VBV,2,1,220,,,302,1,1,14,15
9H-AMV,2,1,178,,,302,2,2,7,8
XA-VXF,2,5,240,,,300,3,3,12,14
9H-SWG,2,4,178,,,297,4,4,13,14
XA-VAW,2,1,186,,,299,4,4,16,18
XA-VIL,2,4,186,,,297,3,3,7,8
9H-SWD,2,4,178,,,297,4,4,7,8
XA-VAQ,2,4,186,,,297,3,3,7,8
XA-VAK,2,4,186,,,297,1,1,17,18
XA-VIS,2,1,186,,,299,1,1,17,18
XA-VAY,2,4,186,,,297,3,3,17,18
9H-AMP,2,1,178,,,302,4,4,20,22
XA-VYF,2,1,180,,,299,3,3,7,8
9H-AMM,2,1,178,,,302,1,1,7,8
XA-VIP,2,1,186,,,299,1,1,21,22
XA-VBY,2,1,240,,,302,1,1,21,22
XA-VIX,2,1,186,,,298,3,3,17,18
XA-VIK,2,1,186,,,299,1,1,7,8
XA-VAA,2,4,186,,,297,3,3,17,18
XA-VII,2,4,186,,,297,1,1,7,8
9H-AMM,2,1,178,,,302,4,4,20,22
XA-VAJ,2,5,186,,,300,4,4,12,14
XA-VIS,2,4,186,,,297,1,1,7,8
XA-VAK,2,1,186,,,299,4,4,21,22
XA-VBH,2,4,240,,,297,1,1,7,8
XA-VAR,2,1,186,,,302,1,1,22,23
XA-VAM,2,1,180,,,299,3,3,15,17
XA-VIK,2,1,186,,,299,3,3,11,13
XA-VIX,2,1,186,,,298,3,3,17,18
9H-MLB,2,1,178,,,299,4,4,7,8
9H-SWD,2,1,178,,,298,4,4,17,18
9H-SWB,2,1,178,,,302,2,2,7,8
XA-VAX,2,1,186,,,302,3,3,21,22
XA-VAQ,2,4,186,,,297,2,2,17,18
XA-VIS,2,1,186,,,299,1,1,7,8
XA-VAR,2,1,186,,,299,3,3,7,8
9H-SWM,2,1,178,,,302,2,2,21,22
XA-VBV,2,1,220,,,298,3,3,17,18
XA-VAO,2,4,186,,,297,1,1,17,18
XA-VAE,2,4,186,,,297,1,1,15,16
XA-VIK,2,1,186,,,299,1,1,7,8
XA-VAQ,2,4,186,,,297,2,2,17,18
9H-AMM,2,1,178,,,302,2,2,7,8
XA-VBW,2,1,220,,,302,4,4,7,8
XA-VYD,2,1,180,,,298,1,1,17,18
XA-VAI,2,4,180,,,297,3,3,17,18
XA-VAV,2,5,186,,,300,4,4,12,14
9H-SWD,2,4,178,,,297,4,4,13,14
XA-VAY,2,3,186,,,301,4,4,19,20
XA-VIP,2,1,186,,,299,4,4,7,8
XA-VYB,2,1,180,,,298,2,2,17,18
XA-VIK,2,1,186,,,299,3,3,21,22
9H-SWD,2,1,178,,,298,4,4,17,18
9H-SWD,2,4,178,,,297,4,4,13,14
9H-AMM,2,1,178,,,302,1,1,7,8
XA-VAT,2,1,186,,,298,2,2,17,18
XA-VBH,2,5,240,,,300,2,2,12,14
XA-VIL,2,4,186,,,297,3,3,17,18
XA-VIY,2,1,186,,,298,3,3,17,18
XA-VXD,2,1,240,,,302,2,2,21,22
XA-VIE,2,1,186,,,298,2,2,17,18
XA-VBX,2,1,240,,,302,2,2,16,18
XA-VAI,2,1,180,,,299,2,2,7,8
XA-VXI,2,4,240,,,297,1,1,7,8
XA-VXL,2,1,240,,,298,1,1,7,8
XA-VIP,2,1,186,,,302,2,2,21,22
XA-VIS,2,4,186,,,297,2,2,7,8
XA-VXG,2,1,240,,,302,1,1,21,22
XA-VIM,2,1,186,,,299,1,1,7,8
XA-VIS,2,3,186,,,301,1,1,9,10
XA-VAU,2,1,186,,,302,4,4,7,8
XA-VAM,2,1,180,,,299,4,4,7,8
XA-VAK,2,1,186,,,302,5,5,7,8
XA-VIX,2,5,186,,,300,4,4,12,14
XA-VIT,2,3,186,,,301,1,1,18,20
XA-VAQ,2,1,186,,,302,2,2,21,22
XA-VBP,2,1,220,,,302,3,3,21,22
9H-SWD,2,4,178,,,297,4,4,13,14
9H-SWA,2,1,178,,,302,4,4,20,22
XA-VBP,2,5,220,,,300,2,2,12,14
XA-VAV,2,1,186,,,299,2,2,7,8
XA-VYD,2,1,180,,,298,1,1,17,18
XA-VAE,2,1,186,,,299,4,4,7,8
XA-VIY,2,1,186,,,299,2,2,7,8
XA-VIL,2,1,186,,,299,2,2,7,8
XA-VIS,2,1,186,,,299,4,4,16,18
9H-SWG,2,4,178,,,297,4,4,7,8
XA-VAO,2,4,186,,,297,1,1,7,8
9H-MLC,2,1,178,,,302,3,3,7,8
9H-SWG,2,1,178,,,298,4,4,17,18
XA-VAA,2,1,186,,,298,2,2,17,18
XA-VBW,2,1,220,,,302,4,4,7,8
XA-VIY,2,5,186,,,300,4,4,12,14
XA-VAX,2,1,186,,,302,2,2,21,22
XA-VAN,2,4,186,,,297,3,3,7,8
9H-AMM,2,1,178,,,302,2,2,7,8
9H-SWM,2,1,178,,,302,1,1,21,22
XA-VBW,2,1,220,,,299,2,2,7,8
9H-MLV,2,1,178,,,302,4,4,20,22
XA-VIS,2,1,186,,,302,4,4,7,8
XA-VIY,2,1,186,,,299,3,3,7,8
9H-MLB,2,1,180,,,299,5,5,7,8
9H-AMP,2,1,178,,,302,3,3,21,22
9H-AMI,2,1,178,,,302,3,3,7,8
9H-MLU,2,3,180,,,301,4,4,19,20
XA-VAT,2,1,186,,,302,4,4,20,22
XA-VXL,2,5,240,,,300,1,1,12,14
XA-VAW,2,3,186,,,301,4,4,19,20
XA-VAM,2,1,180,,,302,3,3,21,22
XA-VBZ,2,1,236,,,302,1,1,21,22
XA-VIL,2,1,186,,,299,4,4,7,8
XA-VAK,2,4,186,,,297,2,2,17,18
XA-VAO,2,1,186,,,299,2,2,7,8
XA-VXA,2,1,240,,,302,2,2,21,22
XA-VIY,2,3,186,,,301,4,4,14,14
9H-SWJ,2,1,178,,,302,3,3,21,22
XA-VAY,2,3,186,,,301,3,3,9,10
XA-VIU,2,4,186,,,297,1,1,7,8
XA-VXL,2,5,240,,,300,1,1,12,14
XA-VIY,2,4,186,,,297,2,2,17,18
XA-VAR,2,1,186,,,302,1,1,7,8
XA-VIX,2,4,186,,,297,3,3,16,16
XA-VIS,2,1,186,,,302,3,3,21,22
9H-MLY,2,1,178,,,302,2,2,21,22
XA-VYF,2,4,180,,,297,3,3,7,8
XA-VBQ,2,5,220,,,300,1,1,12,14
XA-VAK,2,4,186,,,297,3,3,7,8
9H-SWD,2,4,178,,,297,4,4,13,14
9H-SWG,2,1,178,,,298,5,5,17,18
XA-VAR,2,4,186,,,297,3,3,17,18
XA-VAX,2,3,186,,,301,5,5,19,20
XA-VBK,2,1,240,,,298,1,1,7,8
XA-VIL,2,3,186,,,301,3,3,8,10
XA-VAY,2,3,186,,,301,4,4,14,14
XA-VXL,2,1,240,,,302,2,2,21,22
XA-VAO,2,4,186,,,297,1,1,7,8
9H-AMM,2,1,178,,,302,3,3,21,22
9H-SWB,2,1,178,,,302,1,1,19,21
XA-VAE,2,4,186,,,297,1,1,7,8
XA-VAQ,2,4,186,,,297,2,2,17,18
XA-VIK,2,1,186,,,299,1,1,7,8
XA-VAI,2,1,180,,,298,1,1,17,18
9H-SWJ,2,1,178,,,302,1,1,7,8
XA-VIX,2,1,186,,,299,3,3,7,8
XA-VIU,2,4,186,,,297,2,2,7,8
XA-VAJ,2,1,186,,,299,4,4,7,8
XA-VAN,2,1,186,,,302,2,2,21,22
9H-SWM,2,1,178,,,302,1,1,7,8
XA-VAC,2,1,180,,,299,2,2,7,8
9H-MLY,2,1,178,,,302,3,3,7,8
XA-VAT,2,1,186,,,298,1,1,17,18
XA-VII,2,5,186,,,300,5,5,12,14
9H-SWG,2,4,178,,,297,4,4,13,14
XA-VIK,2,3,186,,,301,2,2,18,20
9H-SWD,2,1,178,,,298,4,4,17,18
9H-SWM,2,1,178,,,302,4,4,20,22
XA-VAT,2,1,186,,,299,2,2,21,22
XA-VAT,2,3,186,,,301,2,2,18,20
XA-VBJ,2,5,220,,,300,2,2,12,14
XA-VAE,2,1,186,,,299,1,1,7,8
9H-MLV,2,1,178,,,302,2,2,21,22
9H-SWG,2,4,178,,,297,4,4,7,8
XA-VXI,2,1,240,,,302,1,1,21,22
9H-SWG,2,1,178,,,298,5,5,17,18
XA-VYF,2,4,180,,,297,3,3,18,19
XA-VAK,2,1,186,,,302,4,4,7,8
9H-MLY,2,1,178,,,302,3,3,7,8
XA-VAP,2,1,186,,,299,1,1,7,8
XA-VAQ,2,4,186,,,297,3,3,17,18
9H-SWC,2,1,178,,,302,2,2,7,8
XA-VIL,2,1,186,,,299,3,3,7,8
9H-AMV,2,1,178,,,299,3,3,7,8
9H-AML,2,1,178,,,302,3,3,7,8
9H-SWJ,2,4,178,,,297,4,4,13,14
XA-VAY,2,4,186,,,297,3,3,17,18
XA-VAC,2,1,180,,,302,1,1,21,22
XA-VBQ,2,5,220,,,300,2,2,12,14
XA-VAN,2,1,186,,,299,2,2,7,8
XA-VAP,2,1,186,,,299,5,5,7,8
XA-VIU,2,4,186,,,297,1,1,20,21
XA-VAV,2,4,186,,,297,2,2,7,8
XA-VAK,2,1,186,,,299,1,1,17,18
9H-SWD,2,4,178,,,297,4,4,13,14
XA-VCC,2,1,230,,,298,1,1,7,8
9H-MLV,2,1,178,,,302,3,3,7,8
9H-SWG,2,4,178,,,297,5,5,7,8
XA-VAM,2,1,180,,,299,3,3,11,13
9H-MLX,2,1,178,,,299,3,3,7,8
9H-SWB,2,1,178,,,302,1,1,7,8
XA-VIF,2,1,186,,,299,1,1,7,8
XA-VIP,2,1,186,,,299,1,1,7,8
XA-VAY,2,4,186,,,297,3,3,17,18
XA-VBX,2,5,240,,,300,1,1,12,14
XA-VAK,2,4,186,,,297,1,1,7,8
9H-SWJ,2,1,178,,,302,1,1,21,22
XA-VBX,2,1,240,,,302,2,2,21,22
XA-VIK,2,1,186,,,299,3,3,21,22
XA-VAN,2,1,186,,,299,2,2,17,18
XA-VAA,2,1,186,,,299,2,2,7,8
XA-VAC,2,1,180,,,299,3,3,21,22
XA-VAW,2,1,186,,,299,2,2,17,18
XA-VBQ,2,5,220,,,300,1,1,12,14
9H-SWJ,2,1,180,,,302,3,3,7,8
9H-AMM,2,1,178,,,302,2,2,7,8
9H-AMV,2,1,178,,,302,5,5,20,22
9H-AMV,2,1,178,,,302,4,4,20,22
XA-VAM,2,4,180,,,297,1,1,20,21
9H-SWA,2,1,178,,,302,3,3,21,22
XA-VAO,2,4,186,,,297,2,2,7,8
XA-VAM,2,4,180,,,297,1,1,19,20
9H-MLB,2,1,178,,,299,3,3,7,8
XA-VXO,2,1,240,,,298,1,1,7,8
9H-SWD,2,4,178,,,297,4,4,13,14
XA-VAK,2,4,186,,,297,1,1,7,8
XA-VBQ,2,1,220,,,302,1,1,21,22
9H-SWG,2,4,178,,,297,4,4,13,14
XA-VBK,2,1,240,,,302,2,2,16,18
XA-VYA,2,1,180,,,298,3,3,17,18
XA-VII,2,1,186,,,299,2,2,7,8
XA-VAP,2,1,186,,,302,3,3,21,22
9H-SWJ,2,1,178,,,302,1,1,7,8
9H-MLY,2,1,178,,,302,3,3,7,8
9H-AMP,2,1,178,,,302,2,2,7,8
9H-MLV,2,1,178,,,302,3,3,7,8
XA-VAK,2,4,186,,,297,2,2,7,8
XA-VXC,2,5,240,,,300,3,3,12,14
XA-VIS,2,3,186,,,301,1,1,8,10
XA-VAJ,2,4,186,,,297,3,3,7,8
XA-VBY,2,1,240,,,302,1,1,21,22
9H-MLY,2,1,178,,,302,1,1,7,8
9H-SWG,2,4,178,,,297,4,4,13,14
9H-SWG,2,1,178,,,298,4,4,17,18
XA-VAV,2,4,186,,,297,2,2,7,8
XA-VYB,2,1,180,,,302,4,4,7,8
9H-SWG,2,1,178,,,298,4,4,17,18
XA-VIY,2,3,186,,,301,3,3,18,20
XA-VAV,2,1,186,,,299,2,2,21,22
XA-VIY,2,1,186,,,298,3,3,17,18
XA-VYB,2,1,180,,,298,3,3,17,18
XA-VBN,2,5,220,,,300,1,1,12,14
9H-MLV,2,1,178,,,302,2,2,7,8
XA-VBZ,2,1,236,,,302,2,2,21,22
XA-VIP,2,1,186,,,299,1,1,7,8
